Time,Frequency,V1,V12,V2,V23,V3,V31,I1,I2,I3,L1,L2,L3,Ln,R1,R2,R3,KA,KA1,KA2,KA3,KT,KT1,KT2,KT3,KV,KV1,KV2,KV3,A12,A23,A31,Q1,Q2,Q3,THDC1,THDC2,THDC3,THDP1,THDP2,THDP3,THDV1,THDV2,THDV3
1-24-00pm,50.067,248.6632,431.6983,248.7121,429.368,247.0029,428.2326,0.071342,0.062376999999999995,0.060160000000000005,0.071949,0.062965,0.009805,0.0,-0.009325,-0.008588,-0.008875,0.048570999999999996,0.017891,0.01566,0.01502,0.048146999999999995,0.017751,0.015528,0.014867,-0.006647,-0.0023179999999999997,-0.002136,-0.002192,120.6537,119.8242,119.5276,-0.991,-0.99,-0.989,2.5300000000000002,1.98,3.58,4.41,3.42,0.06,0.011892999999999999,29.0,2.1
1-24-07pm,50.067,248.7794,432.3841,248.688,428.0709,246.0458,427.3463,0.071437,0.062375,0.060043,0.072046,0.06296299999999999,0.009767999999999999,0.0,-0.009352,-0.008587,-0.008825,0.048513,0.017922999999999998,0.015658,0.014931999999999999,0.048091999999999996,0.017783,0.015527,0.014780999999999999,-0.006633,-0.002326,-0.0021349999999999997,-0.0021709999999999998,120.9393,119.6155,119.4507,-0.991,-0.99,-0.989,2.6,2.03,3.63,4.43,3.41,0.06,0.011892999999999999,29.0,2.16
1-24-17pm,50.074,248.422,432.9861,248.9349,426.8295,244.7036,425.4703,0.07132000000000001,0.06239000000000001,0.059828,0.071917,0.06297699999999999,0.00961,0.0,-0.009248,-0.008574,-0.008775999999999999,0.048338,0.017865,0.015677,0.014796,0.047923,0.017728,0.015545999999999999,0.014648,-0.006579,-0.002297,-0.002134,-0.002147,121.2634,119.4781,119.2639,-0.991,-0.99,-0.989,2.62,2.05,3.55,4.4,3.34,0.06,0.011892999999999999,29.0,2.11
1-24-24pm,50.078,248.6575,433.0222,249.04,427.6413,245.6808,426.9031,0.071341,0.062426999999999996,0.060003999999999995,0.071945,0.063014,0.009463,0.0,-0.009302,-0.00858,-0.008825999999999999,0.048482,0.017889,0.015693,0.0149,0.048062999999999995,0.017750000000000002,0.015560999999999998,0.014750000000000001,-0.006618,-0.002313,-0.002136,-0.002168,121.1426,119.4177,119.4452,-0.991,-0.99,-0.989,2.5700000000000003,2.04,3.61,4.39,3.43,0.06,0.011892999999999999,29.0,2.11
1-24-32pm,50.081,248.6921,431.4751,248.6582,429.667,247.6446,429.2258,0.071408,0.06233,0.06028000000000001,0.07202299999999999,0.062917,0.009752,0.0,-0.009394,-0.008570999999999999,-0.008872999999999999,0.048644,0.017911,0.015643999999999998,0.015089,0.048218,0.017769,0.015512,0.014934999999999999,-0.006665,-0.002336,-0.002131,-0.0021969999999999997,120.5603,119.7253,119.7198,-0.991,-0.99,-0.989,2.49,1.96,3.48,4.35,3.32,0.06,0.011892999999999999,29.0,2.07
1-24-38pm,50.075,248.3468,432.3782,248.8413,427.2459,245.2647,426.3434,0.071293,0.062363999999999996,0.05992000000000001,0.071894,0.062952,0.009574,0.0,-0.009276999999999999,-0.008581,-0.008817,0.048373,0.017854,0.015665,0.014854,0.047952999999999996,0.017716,0.015533,0.014704,-0.006601999999999999,-0.002303,-0.0021349999999999997,-0.002162,121.0437,119.4836,119.4781,-0.991,-0.99,-0.989,2.54,1.97,3.52,4.41,3.37,0.06,0.011892999999999999,29.0,2.08
1-24-45pm,50.076,248.1912,431.8163,248.7653,427.8405,245.958,427.109,0.071294,0.062352,0.060051,0.07189899999999999,0.062938,0.009531,0.0,-0.009308,-0.008569,-0.008851999999999999,0.04843,0.017844,0.015656,0.014929,0.048008999999999996,0.017705,0.015524999999999999,0.014778,-0.006619,-0.00231,-0.002131,-0.002177,120.8789,119.5166,119.61,-0.991,-0.99,-0.989,2.5300000000000002,2.01,3.55,4.38,3.44,0.06,0.011892999999999999,29.0,2.12
1-24-51pm,50.081,248.3762,430.6146,248.1504,428.4834,247.0744,428.8573,0.071365,0.062241,0.060214,0.071977,0.062828,0.009703,0.0,-0.009368999999999999,-0.008570000000000001,-0.008888,0.048492,0.017863999999999998,0.015607,0.015021,0.048069,0.017724999999999998,0.015475999999999998,0.014868,-0.006627,-0.002307,-0.002126,-0.002193,120.4504,119.6704,119.8846,-0.991,-0.99,-0.989,2.52,1.96,3.52,4.3,3.38,0.06,0.011892999999999999,29.0,2.11
1-24-57pm,50.082,248.215,430.2585,248.0574,428.8551,247.2429,428.6927,0.071292,0.062320999999999994,0.060236,0.071895,0.062901,0.009661999999999999,0.0,-0.009290999999999999,-0.008524,-0.008907,0.048501999999999997,0.017845,0.015602999999999999,0.015054,0.048081,0.017707,0.015472999999999999,0.014901,7.302547e-32,-0.002306,-0.002114,-0.002202,120.4285,119.7528,119.8242,-0.991,-0.99,-0.989,2.55,2.01,3.62,4.37,3.39,0.06,0.011892999999999999,29.0,2.12
1-25-03pm,50.069,247.0751,430.6525,248.6169,427.7384,246.2926,426.7602,0.071118,0.062394,0.060090000000000005,0.071714,0.06297699999999999,0.009221,0.0,-0.009229,-0.008551,-0.008855,0.048298999999999995,0.017707999999999998,0.015656,0.014934,0.047915,0.017581,0.015526,0.014806999999999999,-0.006587,-0.0022800000000000003,-0.0021249999999999997,-0.0021809999999999998,120.90090000000001,119.3793,119.7253,-0.991,-0.99,-0.989,2.52,1.9500000000000002,3.58,4.4,3.37,0.05,0.011892999999999999,29.0,2.04
1-25-11pm,50.06,247.0086,428.7087,247.8731,428.84,247.8938,428.9742,0.071098,0.062271999999999994,0.060294999999999994,0.071695,0.06285299999999999,0.009374,0.0,-0.009235,-0.008525,-0.008897,0.048395999999999995,0.017709,0.015578999999999999,0.015108,0.047977,0.017572,0.015449,0.014953999999999999,-0.006599,-0.002281,-0.002113,-0.002205,120.2747,119.555,120.1758,-0.991,-0.99,-0.989,2.55,1.9300000000000002,3.52,4.38,3.31,0.06,0.011892999999999999,29.0,2.04
1-25-18pm,50.051,246.9615,426.4564,246.7257,429.7606,249.8499,431.6283,0.07108099999999999,0.062078999999999995,0.060598,0.071687,0.062654,0.009356,0.0,-0.009302,-0.008468999999999999,-0.009002999999999999,0.048466999999999996,0.017703,0.015458,0.015306,0.048042999999999995,0.017565,0.015328999999999999,0.015148,-0.0066359999999999995,-0.002297,-0.0020889999999999997,-0.0022489999999999997,119.7034,119.6594,120.6427,-0.991,-0.99,-0.989,2.47,1.97,3.56,4.27,3.33,0.06,0.011892999999999999,29.0,2.09
1-25-24pm,50.047,246.9468,426.2132,246.6216,429.8989,250.0854,431.9358,0.07114000000000001,0.062068,0.060606,0.071743,0.062649,0.009478,0.0,-0.009285,-0.008506,-0.009008,0.048489,0.017716,0.015450000000000002,0.015323,0.048060000000000005,0.017578,0.015318,0.015163,-0.006644,-0.002293,-0.002098,-0.002252,119.6429,119.6704,120.6922,-0.991,-0.99,-0.989,2.2800000000000002,1.87,3.4,3.85,3.18,0.06,0.011892999999999999,29.0,1.97
1-25-30pm,50.04,247.3055,427.9922,247.3687,429.6266,249.1174,430.6662,0.07118000000000001,0.062185,0.060481,0.07178799999999999,0.06276799999999999,0.009484,0.0,-0.009325,-0.008535,-0.008926,0.048509,0.017752999999999998,0.015527,0.01523,0.048087,0.017613999999999998,0.015396,0.015075,-0.006640999999999999,-0.002306,-0.002111,-0.0022229999999999997,120.022,119.6374,120.3461,-0.991,-0.99,-0.989,2.51,2.02,3.5700000000000003,4.36,3.4,0.06,0.011892999999999999,29.0,2.14
1-25-36pm,50.029,247.5068,428.5175,247.4673,429.2313,248.5643,430.0972,0.071187,0.062127999999999996,0.060377,0.071798,0.062712,0.009545,0.0,-0.009341,-0.00854,-0.008921,0.048458999999999995,0.01777,0.015519,0.015170000000000001,0.048034999999999994,0.01763,0.015387999999999999,0.015016,-0.006643,-0.002312,-0.002113,-0.002217,120.1428,119.632,120.2307,-0.991,-0.99,-0.989,2.52,2.05,3.5300000000000002,4.26,3.44,0.06,0.011892999999999999,29.0,2.11
1-25-41pm,50.015,247.4633,429.7549,248.0588,428.7624,247.6374,428.6704,0.07118000000000001,0.062276,0.060251,0.071781,0.062858,0.009406,0.0,-0.009266,-0.008534,-0.008898999999999999,0.048436,0.017762999999999998,0.015592,0.015082,0.048017,0.017625,0.015462,0.014927999999999999,-0.006614,-0.002293,-0.002116,-0.002203,120.4944,119.555,119.9561,-0.991,-0.99,-0.989,2.56,2.05,3.5700000000000003,4.38,3.42,0.06,0.011892999999999999,29.0,2.12
1-25-47pm,50.024,247.3688,430.5664,248.6102,428.5811,247.0099,427.7441,0.071155,0.062375,0.060196,0.07176,0.062956,0.009302999999999999,0.0,-0.009301,-0.008534,-0.008860000000000002,0.048430999999999995,0.017751,0.015650999999999998,0.015028999999999999,0.048010000000000004,0.017610999999999998,0.015521,0.014875999999999999,-0.006611,-0.0023,-0.002121,-0.002188,120.6867,119.5001,119.8187,-0.991,-0.99,-0.989,2.5300000000000002,2.0,3.49,4.31,3.32,0.05,0.011892999999999999,29.0,2.06
1-25-54pm,50.029,247.4449,430.8897,248.6744,428.6466,246.8904,427.3906,0.07120699999999999,0.062368999999999994,0.060157999999999996,0.07181000000000001,0.062956,0.009420999999999999,0.0,-0.009282,-0.008575,-0.008872999999999999,0.048436,0.017769,0.015655,0.015012999999999999,0.048014,0.01763,0.015522999999999999,0.014860000000000002,-0.006620000000000001,-0.002296,-0.0021319999999999998,-0.00219,120.7855,119.5496,119.6704,-0.991,-0.99,-0.989,2.5,1.99,3.5300000000000002,4.24,3.36,0.06,0.011892999999999999,29.0,2.09
1-26-00pm,50.03,247.7107,430.6907,248.2749,428.0424,247.1053,428.3321,0.07119,0.062327,0.060208,0.07179,0.06290799999999999,0.009186,0.0,-0.009261,-0.008527999999999999,-0.008898999999999999,0.048438999999999996,0.017783,0.015618,0.015038999999999999,0.04802000000000001,0.017644999999999997,0.015488,0.014886,-0.00661,-0.002294,-0.002117,-0.002199,120.7416,119.3463,119.9176,-0.991,-0.99,-0.989,2.54,2.05,3.5700000000000003,4.26,3.4,0.06,0.011892999999999999,29.0,2.12
1-26-07pm,50.03,248.0515,432.4543,248.7856,426.5177,245.3223,426.4789,0.0713,0.062365,0.059937,0.07189899999999999,0.062951,0.009269,0.0,-0.009260000000000001,-0.008565,-0.008794,0.048355999999999996,0.017834,0.015660999999999998,0.014861,0.047935,0.017695,0.015528,0.014711,-0.006585,-0.002297,-0.0021300000000000004,-0.002157,121.225,119.1485,119.632,-0.991,-0.99,-0.989,2.35,1.8900000000000001,3.37,4.03,3.22,0.05,0.011892999999999999,29.0,2.05
1-26-13pm,50.032,248.0846,433.4966,248.8834,425.2652,244.0253,424.6651,0.071251,0.062375999999999994,0.059741999999999996,0.071855,0.062959,0.009143,0.0,-0.009297999999999999,-0.008544,-0.008756,0.048229,0.017825999999999998,0.015669,0.014733999999999999,0.047810000000000005,0.017686,0.015538,0.014586,-0.00657,-0.002306,-0.002126,-0.002136,121.659,119.0497,119.2969,-0.991,-0.99,-0.989,2.46,1.92,3.34,4.26,3.23,0.05,0.011892999999999999,29.0,1.99
1-26-20pm,50.036,247.7192,433.5647,248.7534,423.9976,242.9822,423.1971,0.07124000000000001,0.062414,0.059585,0.07184499999999999,0.062995,0.009054999999999999,0.0,-0.009306,-0.008538,-0.008740000000000001,0.048100000000000004,0.017797,0.01567,0.014633,0.047679,0.017657,0.015536,0.014485,-0.006553,-0.0023049999999999998,-0.002123,-0.002123,121.8952,118.9288,119.1815,-0.991,-0.99,-0.989,2.19,1.8399999999999999,3.37,3.71,3.03,0.05,0.011892999999999999,29.0,2.01
1-26-26pm,50.043,248.1024,433.3936,248.7164,425.4022,244.4455,425.0938,0.071284,0.062384999999999996,0.059778,0.071892,0.062969,0.009120000000000001,0.0,-0.009328,-0.008561,-0.008772,0.048265999999999996,0.017835999999999998,0.015660999999999998,0.014768,0.047846,0.017696,0.015529,0.014620000000000001,-0.006588,-0.002314,-0.002129,-0.002144,121.6754,119.0112,119.3188,-0.991,-0.99,-0.989,2.36,1.9,3.55,4.2,3.33,0.06,0.011892999999999999,29.0,2.06
1-26-36pm,50.047,247.979,432.5707,248.752,426.8419,245.505,426.1666,0.071255,0.062360000000000006,0.059967,0.071854,0.062947,0.009260000000000001,0.0,-0.009256,-0.008572999999999999,-0.008794999999999999,0.048354999999999995,0.017818,0.015658,0.014879,0.047936,0.017679,0.015526,0.014728999999999999,-0.006587,-0.0022949999999999997,-0.0021319999999999998,-0.002159,121.3239,119.2364,119.4452,-0.991,-0.99,-0.989,2.52,1.92,3.49,4.33,3.31,0.05,0.011892999999999999,29.0,2.04
1-26-43pm,50.049,247.6865,432.5073,248.807,426.7432,245.4425,425.8057,0.07119099999999999,0.062368,0.059940999999999994,0.071791,0.062955,0.009167999999999999,0.0,-0.009257999999999999,-0.008576,-0.008784,0.048312999999999995,0.017780999999999998,0.015663,0.014868999999999999,0.047895,0.017643,0.015531999999999999,0.01472,-0.0065829999999999994,-0.002293,-0.002133,-0.002156,121.3898,119.198,119.4177,-0.991,-0.99,-0.989,2.54,2.0,3.5300000000000002,4.4,3.36,0.05,0.011892999999999999,29.0,2.07
1-26-49pm,50.044,248.0749,432.3529,248.904,427.7491,246.4218,427.4958,0.07127499999999999,0.062381,0.060093,0.071876,0.06296399999999999,0.009189,0.0,-0.009276,-0.008546999999999999,-0.008837,0.048469,0.017830000000000002,0.015672,0.014967,0.04805,0.017692,0.015541,0.014816,-0.006606,-0.002301,-0.002127,-0.002177,121.1206,119.2309,119.6539,-0.991,-0.99,-0.989,2.51,1.99,3.51,4.35,3.37,0.06,0.011892999999999999,29.0,2.08
1-26-57pm,50.043,247.8632,432.8977,248.9759,426.5426,245.3151,425.994,0.07120599999999999,0.062411999999999995,0.059919,0.07180399999999999,0.062996,0.009053,0.0,-0.009245999999999999,-0.008556,-0.008797,0.048337,0.017797,0.015684,0.014856,0.047922,0.017660000000000002,0.015554,0.014707,7.298349e-32,-0.002291,-0.0021300000000000004,-0.0021579999999999998,121.4337,119.0826,119.4891,-0.991,-0.99,-0.989,2.6,2.04,3.49,4.5,3.4,0.05,0.011892999999999999,29.0,2.09
1-27-04pm,50.04,247.4433,430.7134,248.8132,429.4417,247.668,428.3568,0.07114899999999999,0.06235,0.060258,0.07175000000000001,0.062938,0.009351,0.0,-0.00927,-0.008584999999999999,-0.008889,0.048498,0.017754,0.015659,0.015085,0.048076,0.017615,0.015528,0.014931999999999999,-0.006631,-0.002293,-0.002136,-0.002201,120.6482,119.5496,119.8077,-0.991,-0.99,-0.989,2.61,2.08,3.5,4.42,3.43,0.05,0.011892999999999999,29.0,2.12
1-27-11pm,50.044,247.6359,426.3854,246.3555,430.1159,250.6074,433.1856,0.07121899999999999,0.062042999999999994,0.06067,0.071822,0.062621,0.009531,0.0,-0.009288,-0.008487,-0.009013,0.048583,0.017785,0.015427,0.015371,0.048158,0.017648,0.015297999999999999,0.015212,-0.0066500000000000005,-0.0023,-0.002091,-0.002258,119.5496,119.6704,120.7855,-0.991,-0.99,-0.989,2.51,2.0,3.51,4.33,3.33,0.06,0.011892999999999999,29.0,2.27
1-27-18pm,50.042,247.57,427.234,246.9329,429.9094,249.7705,431.9764,0.071186,0.062110000000000005,0.060613,0.071794,0.062688,0.009462,0.0,-0.009326,-0.008494999999999999,-0.009004999999999999,0.048558,0.017773999999999998,0.015479,0.015305,0.048132999999999995,0.017634,0.01535,0.015146999999999999,-0.0066549999999999995,-0.0023079999999999997,-0.002097,-0.0022489999999999997,119.7418,119.6759,120.5878,-0.991,-0.99,-0.989,2.5300000000000002,2.04,3.55,4.25,3.35,0.06,0.011892999999999999,29.0,2.09
1-27-25pm,50.047,247.736,427.6287,247.1558,429.9512,249.1965,431.2187,0.071213,0.062144,0.060473,0.071827,0.062724,0.009719,0.0,-0.009373,-0.008506999999999999,-0.008949,0.048528999999999996,0.017794,0.015502,0.015233,0.048098999999999996,0.017651999999999998,0.015371,0.015075999999999999,-0.0066549999999999995,-0.002322,-0.0021019999999999997,-0.00223,119.7693,119.8352,120.401,-0.991,-0.99,-0.989,2.38,1.87,3.3,3.92,3.08,0.05,0.011892999999999999,29.0,2.0
1-27-33pm,50.044,247.5803,426.7441,246.5917,429.8439,249.8035,432.0174,0.07122,0.062041,0.060564,0.071822,0.062623,0.009701,0.0,-0.009326,-0.008505,-0.008957,0.048551,0.017797999999999998,0.015482,0.015271999999999999,0.048123,0.017657,0.015351,0.015113999999999999,-0.006645,-0.00231,-0.0021000000000000003,-0.002234,119.7693,119.7473,120.4889,-0.991,-0.99,-0.989,2.35,1.83,3.31,4.0,3.03,0.05,0.011892999999999999,29.0,2.03
1-27-40pm,50.047,247.9444,428.8243,247.7464,430.1003,248.9401,430.8141,0.071307,0.062242,0.060432,0.071919,0.06283000000000001,0.009766,0.0,-0.009356999999999999,-0.008577,-0.008923,0.048603999999999994,0.017831,0.015566,0.015207,0.048178,0.017691,0.015434,0.015052,-0.006666,-0.00232,-0.002124,-0.002221,120.0,119.7748,120.2307,-0.991,-0.99,-0.989,2.5700000000000003,2.0,3.54,4.38,3.36,0.06,0.011892999999999999,29.0,2.11
1-27-46pm,50.036,248.7235,429.4444,247.7444,429.7747,248.3306,430.8092,0.071369,0.06226,0.060353,0.07198299999999999,0.062842,0.009892999999999999,0.0,-0.009380000000000001,-0.008530000000000001,-0.008933,0.048634,0.017915999999999998,0.015562999999999999,0.015156,0.048208,0.017773999999999998,0.015432,0.015,7.305446e-32,-0.002332,-0.002117,-0.00222,119.967,119.9121,120.1263,-0.991,-0.99,-0.989,2.55,1.98,3.56,4.33,3.3,0.06,0.011892999999999999,29.0,2.11
1-27-53pm,50.029,248.8743,430.3454,247.8984,429.0629,247.5646,429.8226,0.07142699999999999,0.062264999999999994,0.060299,0.072041,0.06283799999999999,0.009793,0.0,-0.009380999999999999,-0.008463,-0.008901,0.048595,0.017929,0.015576999999999999,0.015089,0.048173,0.017787,0.015449,0.014934999999999999,-0.0066359999999999995,-0.0023339999999999997,-0.002098,-0.002203,120.2692,119.8187,119.9121,-0.991,-0.99,-0.989,2.54,1.96,3.51,4.35,3.24,0.06,0.011892999999999999,29.0,2.12
1-28-03pm,50.034,248.852,431.7719,248.423,428.2225,246.5219,428.3004,0.071392,0.062361999999999994,0.060093999999999995,0.07200000000000001,0.062945,0.009687999999999999,0.0,-0.009337,-0.008544,-0.008846,0.048527,0.017917,0.015636,0.014974,0.048105999999999996,0.017776,0.015507,0.014822,-0.006627,-0.002323,-0.0021219999999999998,-0.00218,120.7306,119.599,119.6759,-0.991,-0.99,-0.989,2.56,1.97,3.48,4.5,3.26,0.05,0.011892999999999999,29.0,2.08
1-28-09pm,50.038,249.3011,433.7258,248.7413,425.7747,244.1304,425.9878,0.071461,0.062368999999999994,0.059747999999999996,0.07206699999999999,0.062954,0.009639,0.0,-0.009323,-0.008558999999999999,-0.00876,0.048367,0.017966,0.015659,0.014742,0.047949,0.017825999999999998,0.015528,0.014594,-0.006591,-0.002324,-0.002129,-0.0021379999999999997,121.3294,119.2969,119.3793,-0.991,-0.99,-0.989,2.59,2.01,3.52,4.39,3.35,0.06,0.011892999999999999,29.0,2.12
1-28-15pm,50.038,249.1153,433.0694,248.5077,425.7456,244.1853,426.0434,0.071495,0.062334,0.059794,0.072115,0.062917,0.009739,0.0,-0.009431,-0.008543,-0.008740000000000001,0.048354999999999995,0.017964,0.015635,0.014754999999999999,0.047936,0.017821,0.015505999999999999,0.014608999999999999,-0.006606,-0.002349,-0.002123,-0.002134,121.192,119.3573,119.4562,-0.991,-0.99,-0.989,2.64,2.05,3.46,4.52,3.35,0.06,0.011892999999999999,29.0,2.12
1-28-22pm,50.037,249.0225,433.582,248.4059,424.5672,243.4513,425.0971,0.071412,0.062283,0.059670999999999995,0.072032,0.06286599999999999,0.009502,0.0,-0.009434,-0.008538,-0.008734,0.048235,0.017936999999999998,0.015616,0.014681,0.047814999999999996,0.017793,0.015486,0.014535,-0.006595999999999999,-0.002349,-0.002121,-0.002126,121.5106,119.1431,119.3518,-0.991,-0.99,-0.989,2.55,2.04,3.39,4.48,3.33,0.05,0.011894,29.0,2.09
1-28-31pm,50.029,248.4547,433.4548,248.3555,424.6448,243.8701,424.7834,0.071362,0.06228,0.05972,0.071972,0.062864,0.00932,0.0,-0.009354,-0.00855,-0.008723,0.048212,0.017880999999999998,0.015612,0.014718,0.047795,0.017740000000000002,0.015482,0.014572,-0.006575,-0.002324,-0.002123,-0.002127,121.7084,119.0332,119.2639,-0.991,-0.99,-0.989,2.64,2.06,3.45,4.5,3.44,0.05,0.011894,29.0,2.04
1-28-37pm,50.035,248.847,432.79,248.4658,426.8849,245.6594,427.1852,0.071452,0.062346,0.059926,0.072068,0.062933,0.009533,0.0,-0.009404,-0.008575,-0.008838,0.04845000000000001,0.017934,0.015636,0.01488,0.048026,0.017790999999999998,0.015505,0.014730000000000002,-0.0066419999999999995,-0.00234,-0.0021300000000000004,-0.0021709999999999998,121.1865,119.3133,119.5056,-0.991,-0.99,-0.989,2.6,2.08,3.42,4.32,3.48,0.06,0.011894,29.0,2.06
1-28-43pm,50.038,248.6764,431.0877,247.8338,427.8719,247.1541,429.1017,0.071365,0.062243,0.060204999999999995,0.071974,0.062827,0.009479,0.0,-0.009347,-0.008548,-0.008893,0.048509,0.017898,0.01557,0.015040999999999999,0.048087,0.017758,0.01544,0.014889,-0.006640999999999999,-0.002324,-0.002118,-0.0021969999999999997,120.7196,119.4232,119.8627,-0.991,-0.99,-0.989,2.6,2.08,3.47,4.36,3.58,0.06,0.011894,29.0,2.14
1-28-49pm,50.028,248.544,431.0969,247.8118,427.6172,246.7873,428.4445,0.071337,0.062223,0.060142999999999995,0.071945,0.062807,0.009515,0.0,-0.009332,-0.008546999999999999,-0.008883,0.048448,0.017880999999999998,0.015564,0.015002999999999999,0.048028,0.017741,0.015434,0.014851999999999999,-0.0066300000000000005,-0.002319,-0.002118,-0.002192,120.7855,119.4617,119.7583,-0.991,-0.99,-0.989,2.6,2.12,3.5,4.39,3.45,0.06,0.011894,29.0,2.14
1-28-56pm,50.021,248.6137,430.1029,247.5646,428.8991,247.8809,429.7461,0.071363,0.062145,0.060264,0.071975,0.062733,0.009805999999999999,0.0,-0.009363999999999999,-0.008570999999999999,-0.008908,0.048524,0.017894,0.015530000000000002,0.0151,0.048101,0.017754,0.015399,0.014946999999999998,-0.006658,-0.0023279999999999998,-0.002121,-0.002208,120.3955,119.7143,119.8956,-0.991,-0.99,-0.989,2.56,2.15,3.67,4.34,3.59,0.07,0.011894,29.0,2.21
1-29-06pm,50.018,248.4996,429.5912,247.1722,428.6066,247.8478,429.616,0.071312,0.062161999999999995,0.060329,0.07192699999999999,0.062737,0.009618999999999999,0.0,-0.009386,-0.008478,-0.008957999999999999,0.048496,0.017873,0.015505999999999999,0.015116,0.048070999999999996,0.017731999999999998,0.015377,0.014960000000000001,-0.006647999999999999,-0.002332,-0.002095,-0.00222,120.3571,119.7528,119.8956,-0.991,-0.99,-0.989,2.47,1.99,3.63,4.17,3.39,0.06,0.011894,29.0,2.13
1-29-12pm,50.012,248.2536,429.1118,247.0499,428.6729,248.2994,430.174,0.071277,0.062123,0.060360000000000004,0.071884,0.062705,0.009578999999999999,0.0,-0.009321,-0.008524,-0.008952,0.048486999999999995,0.017845,0.015491,0.015151,0.048058,0.017705,0.015358,0.014993999999999999,-0.0066419999999999995,-0.002313,-0.002105,-0.002222,120.2856,119.6484,120.0714,-0.991,-0.99,-0.989,2.23,1.87,3.39,3.74,3.2,0.06,0.011894,29.0,2.0
1-29-18pm,50.013,248.3009,428.9198,247.0705,429.2117,248.6456,430.5454,0.071329,0.062106999999999996,0.060424,0.071943,0.06268699999999999,0.009686,0.0,-0.009378,-0.00851,-0.008959,0.048539,0.017863,0.015488,0.015188,0.048115,0.017723,0.015359,0.015033,-0.006659,-0.0023279999999999998,-0.0021019999999999997,-0.002227,120.1703,119.7528,120.0824,-0.991,-0.99,-0.989,2.5700000000000003,2.07,3.67,4.32,3.51,0.06,0.011894,29.0,2.19
1-29-24pm,50.016,248.3127,428.6768,246.9764,429.3374,248.7005,430.6155,0.071309,0.062131,0.060356999999999994,0.07192000000000001,0.06271399999999999,0.009802,0.0,-0.009349,-0.008535,-0.008957,0.048520999999999995,0.017858,0.015489,0.015175,0.048097999999999995,0.017719,0.015358,0.01502,-0.006657,-0.0023209999999999997,-0.002107,-0.002227,120.0934,119.8242,120.0879,-0.991,-0.99,-0.989,2.58,2.07,3.74,4.34,3.5,0.06,0.011894,29.0,2.25
1-29-30pm,50.017,248.4279,429.9019,247.4206,428.9138,248.1492,429.825,0.071335,0.062160999999999994,0.060377,0.071947,0.06274199999999999,0.009608,0.0,-0.009365,-0.008520000000000002,-0.008917,0.048541,0.017873,0.015522999999999999,0.015144999999999999,0.04812,0.017734,0.015394,0.014990999999999999,-0.006647,-0.002326,-0.002108,-0.002212,120.434,119.6704,119.9011,-0.991,-0.99,-0.989,2.58,2.09,3.73,4.39,3.5700000000000003,0.07,0.011894,29.0,2.23
1-29-37pm,50.012,248.3559,430.0524,247.5371,428.2831,247.5297,429.3096,0.071343,0.062178,0.060264,0.071958,0.062759,0.009630999999999999,0.0,-0.009387999999999999,-0.008524,-0.008868,0.048483,0.017870999999999998,0.015534999999999998,0.015078,0.048060000000000005,0.017728999999999998,0.015404,0.014924999999999999,-0.006637,-0.0023309999999999997,-0.0021100000000000003,-0.002195,120.4834,119.5825,119.9396,-0.991,-0.99,-0.989,2.42,1.9500000000000002,3.55,4.2,3.44,0.06,0.011894,29.0,2.09
1-29-43pm,50.007,248.0215,430.3109,247.6867,427.9216,247.0194,428.2062,0.071287,0.06223000000000001,0.060173,0.071898,0.06281,0.009526,0.0,-0.009354,-0.008517,-0.008876,0.048413,0.017832,0.015557,0.015024,0.047992,0.017692,0.015427999999999999,0.014872,-0.006621999999999999,-0.00232,-0.0021089999999999998,-0.002192,120.6812,119.555,119.7693,-0.991,-0.99,-0.989,2.58,2.0,3.6,4.36,3.42,0.06,0.011894,29.0,2.15
1-29-54pm,50.008,247.8721,430.2057,247.8682,428.3305,247.0435,428.0006,0.07124599999999999,0.062275,0.060197,0.071853,0.062856,0.009538999999999999,0.0,-0.009314,-0.008530000000000001,-0.008910000000000001,0.048422,0.017810000000000003,0.015580000000000002,0.015033,0.048000999999999995,0.017671,0.015450000000000002,0.014879,7.30381e-32,-0.0023079999999999997,-0.002114,-0.002201,120.6152,119.6704,119.7198,-0.991,-0.99,-0.989,2.5300000000000002,1.99,3.56,4.32,3.36,0.06,0.011894,29.0,2.19
1-30-05pm,50.01,248.1739,430.8378,248.0474,427.9596,246.7693,428.0977,0.07131599999999999,0.062264999999999994,0.060160000000000005,0.07192899999999999,0.06285,0.00958,0.0,-0.009373,-0.008558999999999999,-0.008843,0.048444999999999995,0.017851,0.015590000000000001,0.015005,0.048024,0.01771,0.015458999999999999,0.014854,-0.006631,-0.002326,-0.002123,-0.002182,120.7196,119.5331,119.7528,-0.991,-0.99,-0.989,2.58,2.03,3.5700000000000003,4.43,3.4,0.06,0.011894,29.0,2.15
1-30-12pm,49.996,248.1649,432.0091,248.205,426.8065,245.6732,426.4308,0.071328,0.062321999999999995,0.059999,0.071946,0.062904,0.009375,0.0,-0.009408999999999999,-0.008539,-0.008858999999999999,0.048366,0.017854,0.015613,0.014898999999999999,0.047944999999999995,0.017712,0.015482999999999998,0.014749,-0.006631,-0.002335,-0.002119,-0.002176,121.2085,119.3738,119.4232,-0.991,-0.99,-0.989,2.65,2.07,3.5300000000000002,4.49,3.43,0.06,0.011894,29.0,2.15
