Time,Frequency,V1,V12,V2,V23,V3,V31,I1,I2,I3,L1,L2,L3,Ln,R1,R2,R3,KA,KA1,KA2,KA3,KT,KT1,KT2,KT3,KV,KV1,KV2,KV3,A12,A23,A31,Q1,Q2,Q3,THDC1,THDC2,THDC3,THDP1,THDP2,THDP3,THDV1,THDV2,THDV3
12-05-55pm,2.85,242.7265,0.070722,424.822,0.061569,419.6992,0.059920999999999995,-0.009094999999999999,-0.008428,-0.008603999999999999,0.009101,0.070135,0.059300000000000005,0.0,-0.991,-0.99,-0.989,118.8849,0.046650000000000004,121.9062,119.2145,-0.0020800000000000003,0.046258999999999995,-0.002202,-0.002059,0.014485,-0.006340999999999999,0.017124,0.015040999999999999,50.049,0.011889,25.0,-0.99,0.017,0.014917,4.34,2.9699999999999998,0.1,0.12,0.04,1.06505e+34,2.38,1.76,4.44
12-06-04pm,50.042,242.1996,423.8811,243.8845,420.0155,242.7379,418.0868,0.070182,0.061080999999999996,0.059446,0.07076099999999999,0.061653,0.008875,0.0,-0.009039,-0.008379,-0.008676,0.046743,0.017124999999999998,0.015035999999999999,0.014582,0.046352,0.017002,0.014913,0.014436,-0.006337,-0.0021869999999999997,-0.002043,-0.002106,121.6809,119.1321,119.1925,-0.991,-0.99,-0.989,2.34,1.8399999999999999,4.36,3.9,3.15,0.1,0.011889,17.0,2.91
12-06-13pm,50.042,242.1996,423.8811,243.8845,420.0155,242.7379,418.0868,0.070182,0.061080999999999996,0.059446,0.07076099999999999,0.061653,0.008875,0.0,-0.009039,-0.008379,-0.008676,0.046743,0.017124999999999998,0.015035999999999999,0.014582,0.046352,0.017002,0.014913,0.014436,-0.006337,-0.0021869999999999997,-0.002043,-0.002106,121.6809,119.1321,119.1925,-0.991,-0.99,-0.989,2.34,1.8399999999999999,4.36,3.9,3.15,0.1,0.011889,17.0,2.91
12-06-19pm,2.78,242.109,0.07053000000000001,423.5614,0.061538999999999996,418.5332,0.059906999999999995,-0.009068,-0.008319,-0.008610000000000001,0.008669,0.06994399999999999,0.059285,0.0,-0.991,-0.99,-0.989,119.0277,0.046471,121.9446,119.0332,-0.002078,0.04608,-0.0021869999999999997,-0.0020269999999999997,1.168495e-36,-0.006293,0.01701,0.014999,50.031,0.011889,17.0,-0.99,0.016885999999999998,0.014875,3.6,3.01,0.1,0.09,0.04,1.066019e+34,2.07,1.74,4.16
12-06-27pm,2.78,242.109,0.07053000000000001,423.5614,0.061538999999999996,418.5332,0.059906999999999995,-0.009068,-0.008319,-0.008610000000000001,0.008669,0.06994399999999999,0.059285,0.0,-0.991,-0.99,-0.989,119.0277,0.046471,121.9446,119.0332,-0.002078,0.04608,-0.0021869999999999997,-0.0020269999999999997,1.168495e-36,-0.006293,0.01701,0.014999,50.031,0.011889,17.0,-0.99,0.016885999999999998,0.014875,3.6,3.01,0.1,0.09,0.04,1.066019e+34,2.07,1.74,4.16
12-06-35pm,2.86,241.742,0.070575,423.9836,0.061473,417.3754,0.05976000000000001,-0.009085,-0.008284999999999999,-0.008587,0.008827999999999999,0.069988,0.059140000000000005,0.0,-0.991,-0.99,-0.989,118.7311,0.046367,122.1973,119.0771,-0.002064,0.045984,-0.0021939999999999998,-0.002015,0.014367999999999999,-0.006274,0.017046,0.014953,50.013,0.011889,17.0,-0.99,0.016922,0.014835,4.29,3.08,0.1,0.12,0.04,1.066802e+34,2.38,1.81,4.22
12-06-43pm,2.86,241.742,0.070575,423.9836,0.061473,417.3754,0.05976000000000001,-0.009085,-0.008284999999999999,-0.008587,0.008827999999999999,0.069988,0.059140000000000005,0.0,-0.991,-0.99,-0.989,118.7311,0.046367,122.1973,119.0771,-0.002064,0.045984,-0.0021939999999999998,-0.002015,0.014367999999999999,-0.006274,0.017046,0.014953,50.013,0.011889,17.0,-0.99,0.016922,0.014835,4.29,3.08,0.1,0.12,0.04,1.066802e+34,2.38,1.81,4.22
12-06-51pm,2.89,242.1753,0.070556,422.319,0.061364999999999996,418.9522,0.059999,-0.009046,-0.008281,-0.008614,0.008967,0.069974,0.059377,0.0,-0.991,-0.99,-0.989,119.0661,0.046471,121.648,119.2914,-0.002087,0.046085,-0.002185,-0.002009,0.01454,-0.006281999999999999,0.017041,0.01489,50.014,0.011889,17.0,-0.99,0.016916999999999998,0.014771,4.08,3.2,0.1,0.11,0.04,1.065401e+34,2.2800000000000002,1.81,4.22
12-07-00pm,2.89,242.1753,0.070556,422.319,0.061364999999999996,418.9522,0.059999,-0.009046,-0.008281,-0.008614,0.008967,0.069974,0.059377,0.0,-0.991,-0.99,-0.989,119.0661,0.046471,121.648,119.2914,-0.002087,0.046085,-0.002185,-0.002009,0.01454,-0.006281999999999999,0.017041,0.01489,50.014,0.011889,17.0,-0.99,0.016916999999999998,0.014771,4.08,3.2,0.1,0.11,0.04,1.065401e+34,2.2800000000000002,1.81,4.22
12-07-08pm,50.017,241.5633,421.0505,242.3654,420.352,244.1254,419.5965,0.06984599999999999,0.060839,0.059652,0.07042000000000001,0.061401,0.008671,0.0,-0.008969,-0.008284999999999999,-0.008753,0.046609,0.01701,0.014881,0.014718,0.046218999999999996,0.016890000000000002,0.014759,0.014568999999999999,-0.006311,-0.002166,-0.002008,-0.002137,121.1426,119.3408,119.5221,-0.991,-0.99,-0.989,2.18,1.83,4.45,3.74,3.12,0.1,0.011889,18.0,2.94
12-07-19pm,50.017,241.5633,421.0505,242.3654,420.352,244.1254,419.5965,0.06984599999999999,0.060839,0.059652,0.07042000000000001,0.061401,0.008671,0.0,-0.008969,-0.008284999999999999,-0.008753,0.046609,0.01701,0.014881,0.014718,0.046218999999999996,0.016890000000000002,0.014759,0.014568999999999999,-0.006311,-0.002166,-0.002008,-0.002137,121.1426,119.3408,119.5221,-0.991,-0.99,-0.989,2.18,1.83,4.45,3.74,3.12,0.1,0.011889,18.0,2.94
12-07-25pm,2.93,242.6132,0.07049000000000001,420.6915,0.061264,420.3097,0.060266,-0.009061999999999999,-0.008187999999999999,-0.008728999999999999,0.008886999999999999,0.069905,0.059630999999999997,0.0,-0.991,-0.991,-0.989,119.4562,0.046576,121.0602,119.4891,-0.0021300000000000004,0.046189,-0.00219,-0.001981,1.170228e-36,-0.006303,0.017041999999999998,0.014823,50.017,0.011889,18.0,-0.99,0.016918,0.014705999999999999,4.08,3.13,0.1,0.1,0.04,1.067389e+34,2.27,1.8,4.52
12-07-34pm,2.93,242.6132,0.07049000000000001,420.6915,0.061264,420.3097,0.060266,-0.009061999999999999,-0.008187999999999999,-0.008728999999999999,0.008886999999999999,0.069905,0.059630999999999997,0.0,-0.991,-0.991,-0.989,119.4562,0.046576,121.0602,119.4891,-0.0021300000000000004,0.046189,-0.00219,-0.001981,1.170228e-36,-0.006303,0.017041999999999998,0.014823,50.017,0.011889,18.0,-0.99,0.016918,0.014705999999999999,4.08,3.13,0.1,0.1,0.04,1.067389e+34,2.27,1.8,4.52
12-07-42pm,49.998,241.572,425.6022,244.4314,417.9296,239.9232,413.7269,0.069879,0.061082,0.059072,0.070466,0.061646,0.008671,0.0,-0.009077,-0.008315,-0.008556,0.04641000000000001,0.017022,0.015068,0.014320000000000001,0.046026,0.016898,0.014948,0.014178999999999999,-0.006278,-0.002192,-0.002032,-0.002052,122.4665,119.0716,118.4674,-0.991,-0.99,-0.989,2.45,1.82,4.2,4.28,3.14,0.1,0.011889,18.0,2.93
12-07-56pm,49.998,241.572,425.6022,244.4314,417.9296,239.9232,413.7269,0.069879,0.061082,0.059072,0.070466,0.061646,0.008671,0.0,-0.009077,-0.008315,-0.008556,0.04641000000000001,0.017022,0.015068,0.014320000000000001,0.046026,0.016898,0.014948,0.014178999999999999,-0.006278,-0.002192,-0.002032,-0.002052,122.4665,119.0716,118.4674,-0.991,-0.99,-0.989,2.45,1.82,4.2,4.28,3.14,0.1,0.011889,18.0,2.93
12-08-04pm,3,241.6741,0.07053899999999999,426.3512,0.061604,416.0205,0.059523,-0.009098,-0.008282,-0.00851,0.008483,0.06995000000000001,0.058911,0.0,-0.991,-0.99,-0.989,118.5553,0.046328,122.7741,118.6761,-0.002032,0.045946,-0.0022,-0.002022,0.014218,-0.006255999999999999,0.017064,0.015045999999999999,49.982,0.011889,18.0,-0.99,0.016939,0.014927,4.24,3.12,0.1,0.12,0.04,1.0658129999999998e+34,2.48,1.82,4.3
12-08-11pm,3,241.6741,0.07053899999999999,426.3512,0.061604,416.0205,0.059523,-0.009098,-0.008282,-0.00851,0.008483,0.06995000000000001,0.058911,0.0,-0.991,-0.99,-0.989,118.5553,0.046328,122.7741,118.6761,-0.002032,0.045946,-0.0022,-0.002022,0.014218,-0.006255999999999999,0.017064,0.015045999999999999,49.982,0.011889,18.0,-0.99,0.016939,0.014927,4.24,3.12,0.1,0.12,0.04,1.0658129999999998e+34,2.48,1.82,4.3
12-08-20pm,103580.5,1.7553700000000002e+30,-6369069000000.0,1.235163e+31,-11008020000.0,5.0766429999999996e+29,-3963962000.0,-2.229813e-29,1.4893939999999998e+35,7.960194999999999e+29,-3.574853e-29,4.8188759999999996e+36,3.690331e-29,0.0,1.531839e-26,1.1430210000000002e-33,6.864847e-32,0.075402,-8.288456000000001e-32,4.7545050000000005e+32,1.437376e+26,0.009868,-2.034084e-32,1.8748049999999997e+31,4.0876679999999996e+24,-304600900.0,7.614690000000002e-30,7.830213e-36,3.666861e-35,-5.116808999999999e+31,-1.5386679999999998e+28,-8.762031000000001e+27,1.995326e+37,1.4591899999999999e+37,1.994742e+37,1.156917e-32,-1.0387170000000001e+18,-6.146403e-35,2.7338769999999998e+29,1.5950090000000001,-107375100.0,32.0598,-8.874723e-29,0.0017189999999999998
12-08-29pm,103580.5,1.7553700000000002e+30,-6369069000000.0,1.235163e+31,-11008020000.0,5.0766429999999996e+29,-3963962000.0,-2.229813e-29,1.4893939999999998e+35,7.960194999999999e+29,-3.574853e-29,4.8188759999999996e+36,3.690331e-29,0.0,1.531839e-26,1.1430210000000002e-33,6.864847e-32,0.075402,-8.288456000000001e-32,4.7545050000000005e+32,1.437376e+26,0.009868,-2.034084e-32,1.8748049999999997e+31,4.0876679999999996e+24,-304600900.0,7.614690000000002e-30,7.830213e-36,3.666861e-35,-5.116808999999999e+31,-1.5386679999999998e+28,-8.762031000000001e+27,1.995326e+37,1.4591899999999999e+37,1.994742e+37,1.156917e-32,-1.0387170000000001e+18,-6.146403e-35,2.7338769999999998e+29,1.5950090000000001,-107375100.0,32.0598,-8.874723e-29,0.0017189999999999998
12-08-36pm,49.966,241.7519,421.6631,242.55180000000001,419.5973,242.5659,417.6839,0.07002499999999999,0.060843999999999995,0.059405,0.07061,0.061404,0.009217,0.0,-0.009071,-0.008277,-0.008636999999999999,0.046523999999999996,0.017070000000000002,0.014893,0.014561,0.046138,0.016946,0.014775,0.014416,-0.006294999999999999,-0.002193,-0.002007,-0.002095,121.2799,119.5496,119.1156,-0.991,-0.99,-0.989,2.2800000000000002,1.81,4.53,3.85,3.14,0.11,0.011889,18.0,2.96
12-08-43pm,49.966,241.7519,421.6631,242.55180000000001,419.5973,242.5659,417.6839,0.07002499999999999,0.060843999999999995,0.059405,0.07061,0.061404,0.009217,0.0,-0.009071,-0.008277,-0.008636999999999999,0.046523999999999996,0.017070000000000002,0.014893,0.014561,0.046138,0.016946,0.014775,0.014416,-0.006294999999999999,-0.002193,-0.002007,-0.002095,121.2799,119.5496,119.1156,-0.991,-0.99,-0.989,2.2800000000000002,1.81,4.53,3.85,3.14,0.11,0.011889,18.0,2.96
12-08-49pm,2.97,242.4405,0.070487,422.8893,0.061547,419.8393,0.060035,-0.009080999999999999,-0.008244999999999999,-0.008659,0.008766999999999999,0.069899,0.059406999999999995,0.0,-0.991,-0.99,-0.989,119.0332,0.046555,121.615,119.3573,-0.0020989999999999997,0.046167,-0.002192,-0.002007,0.014551999999999999,-0.006299,0.01702,0.014983999999999999,49.962,0.011889,18.0,-0.99,0.016895999999999998,0.014863999999999999,3.85,3.19,0.1,0.1,0.04,1.063581e+34,2.25,1.85,4.4
12-08-56pm,2.97,242.4405,0.070487,422.8893,0.061547,419.8393,0.060035,-0.009080999999999999,-0.008244999999999999,-0.008659,0.008766999999999999,0.069899,0.059406999999999995,0.0,-0.991,-0.99,-0.989,119.0332,0.046555,121.615,119.3573,-0.0020989999999999997,0.046167,-0.002192,-0.002007,0.014551999999999999,-0.006299,0.01702,0.014983999999999999,49.962,0.011889,18.0,-0.99,0.016895999999999998,0.014863999999999999,3.85,3.19,0.1,0.1,0.04,1.063581e+34,2.25,1.85,4.4
12-09-03pm,49.967,241.6341,420.7671,242.6326,420.6472,243.936,419.8567,0.069938,0.060897999999999994,0.059635,0.070518,0.061461999999999996,0.008938999999999999,0.0,-0.009019,-0.008303,-0.008697,0.046618,0.017039,0.014898999999999999,0.014685,0.046258999999999995,0.016916999999999998,0.014787999999999999,0.014553,7.277448000000001e-32,-0.002179,-0.0020139999999999997,-0.002121,120.846,119.5111,119.6484,-0.991,-0.99,-0.989,2.02,1.75,4.29,3.23,3.05,0.1,0.011889,18.0,2.88
12-09-12pm,49.967,241.6341,420.7671,242.6326,420.6472,243.936,419.8567,0.069938,0.060897999999999994,0.059635,0.070518,0.061461999999999996,0.008938999999999999,0.0,-0.009019,-0.008303,-0.008697,0.046618,0.017039,0.014898999999999999,0.014685,0.046258999999999995,0.016916999999999998,0.014787999999999999,0.014553,7.277448000000001e-32,-0.002179,-0.0020139999999999997,-0.002121,120.846,119.5111,119.6484,-0.991,-0.99,-0.989,2.02,1.75,4.29,3.23,3.05,0.1,0.011889,18.0,2.88
12-09-19pm,5.992984e-39,-0.0,-1.479588e+25,-12809120.0,1.4342250000000001e+25,9.910425000000001e+32,-189.5645,-2.39153e-27,-2.8354809999999994e-34,1.084235e+20,-3104482.0,4.086656e-17,-2.2379240000000002e+23,0.0,376.0496,0.0,-8.304555000000001e-17,6.033362e+28,1.1000000000000001e-08,-2.8000000000000003e-09,-3.847394e+30,1606882000000.0,8.860753999999999e-36,-12414280.0,-0.0,754.1766,-1.933635e-23,-0.0,2.327228e-30,6.032878e+28,199611.5,9.546952e+32,3.1679200000000004e-22,-8.304555000000001e-17,-1.4241950000000002e+25,-2.2238540000000003e+20,-0.0,-2.2187200000000003e+20,-198462700.0,-9.178074000000001e+26,9.134784000000001e-33,-201919700.0,-201575600.0,9.19873e-33
12-09-29pm,5.992984e-39,-0.0,-1.479588e+25,-12809120.0,1.4342250000000001e+25,9.910425000000001e+32,-189.5645,-2.39153e-27,-2.8354809999999994e-34,1.084235e+20,-3104482.0,4.086656e-17,-2.2379240000000002e+23,0.0,376.0496,0.0,-8.304555000000001e-17,6.033362e+28,1.1000000000000001e-08,-2.8000000000000003e-09,-3.847394e+30,1606882000000.0,8.860753999999999e-36,-12414280.0,-0.0,754.1766,-1.933635e-23,-0.0,2.327228e-30,6.032878e+28,199611.5,9.546952e+32,3.1679200000000004e-22,-8.304555000000001e-17,-1.4241950000000002e+25,-2.2238540000000003e+20,-0.0,-2.2187200000000003e+20,-198462700.0,-9.178074000000001e+26,9.134784000000001e-33,-201919700.0,-201575600.0,9.19873e-33
12-09-35pm,2.97,242.147,0.07051299999999999,421.7894,0.061549,419.3064,0.060029,-0.009034,-0.008345,-0.008655999999999999,0.008999,0.069932,0.059401999999999996,0.0,-0.991,-0.99,-0.989,119.165,0.046506,121.3898,119.4507,-0.0020959999999999998,0.04612,-0.0021809999999999998,-0.002026,0.014542,-0.006304,0.017024,0.014941,49.966,0.011889,18.0,-0.99,0.016902,0.014820000000000002,4.24,3.03,0.11,0.11,0.04,1.0628129999999998e+34,2.4,1.76,4.48
12-09-45pm,2.97,242.147,0.07051299999999999,421.7894,0.061549,419.3064,0.060029,-0.009034,-0.008345,-0.008655999999999999,0.008999,0.069932,0.059401999999999996,0.0,-0.991,-0.99,-0.989,119.165,0.046506,121.3898,119.4507,-0.0020959999999999998,0.04612,-0.0021809999999999998,-0.002026,0.014542,-0.006304,0.017024,0.014941,49.966,0.011889,18.0,-0.99,0.016902,0.014820000000000002,4.24,3.03,0.11,0.11,0.04,1.0628129999999998e+34,2.4,1.76,4.48
12-09-52pm,5.992984e-39,-800565.8,-2.653796e-18,-8.801644e+17,-2.2847080000000003e-33,-1.655463e-19,-0.0,12417630.0,6174923.0,2.0391270000000003e-17,1.0031399999999999e-20,-2.2248470000000002e+23,0.0,0.0,-2.038668e-17,0.0,-8.304555000000001e-17,-3.511972e+18,1.417837e-34,-48489.62,9.133145e-36,1569134000.0,-6.385064e-19,2.390596e-27,7.417201e+30,-51826420000000.0,-1.7587489999999998e-35,7.035001000000001e-35,-1.599186e-19,-1.508205e+28,2e-10,-2.4334669999999997e-24,3.1679200000000004e-22,-8.304555000000001e-17,-0.0,-0.0,-9.310489000000001e+26,-201854100.0,-198429900.0,-199019700.0,9.138545000000001e-33,2.2737640000000002e+23,-9.476876000000001e-30,-4.1434680000000004e-17
12-10-08pm,5.992984e-39,-800565.8,-2.653796e-18,-8.801644e+17,-2.2847080000000003e-33,-1.655463e-19,-0.0,12417630.0,6174923.0,2.0391270000000003e-17,1.0031399999999999e-20,-2.2248470000000002e+23,0.0,0.0,-2.038668e-17,0.0,-8.304555000000001e-17,-3.511972e+18,1.417837e-34,-48489.62,9.133145e-36,1569134000.0,-6.385064e-19,2.390596e-27,7.417201e+30,-51826420000000.0,-1.7587489999999998e-35,7.035001000000001e-35,-1.599186e-19,-1.508205e+28,2e-10,-2.4334669999999997e-24,3.1679200000000004e-22,-8.304555000000001e-17,-0.0,-0.0,-9.310489000000001e+26,-201854100.0,-198429900.0,-199019700.0,9.138545000000001e-33,2.2737640000000002e+23,-9.476876000000001e-30,-4.1434680000000004e-17
12-10-34pm,2.82,241.8727,0.07051199999999999,422.8325,0.061471,417.8982,0.059821,-0.009087999999999999,-0.008277999999999999,-0.008565999999999999,0.008935,0.069924,0.059204,0.0,-0.991,-0.99,-0.989,119.1321,0.046391999999999996,121.637,119.2364,-0.002062,0.046003999999999996,-0.002196,-0.002012,1.168215e-36,-0.006272,0.017044,0.014941999999999999,49.971,0.011889,19.0,-0.99,0.016919,0.014820000000000002,3.64,2.93,0.1,0.09,0.04,1.065048e+34,2.2,1.75,4.34
12-10-43pm,2.82,241.8727,0.07051199999999999,422.8325,0.061471,417.8982,0.059821,-0.009087999999999999,-0.008277999999999999,-0.008565999999999999,0.008935,0.069924,0.059204,0.0,-0.991,-0.99,-0.989,119.1321,0.046391999999999996,121.637,119.2364,-0.002062,0.046003999999999996,-0.002196,-0.002012,1.168215e-36,-0.006272,0.017044,0.014941999999999999,49.971,0.011889,19.0,-0.99,0.016919,0.014820000000000002,3.64,2.93,0.1,0.09,0.04,1.065048e+34,2.2,1.75,4.34
12-10-51pm,49.96,241.0898,421.1048,242.6078,418.7797,241.7384,416.5825,0.069823,0.060868,0.059356,0.07040099999999999,0.061425,0.008968,0.0,-0.008997,-0.008255,-0.008612,0.046373,0.016973,0.014901999999999999,0.014499,0.04599,0.016850999999999998,0.014783,0.014353999999999999,-0.006254,-0.002169,-0.002002,-0.002081,121.2634,119.4781,119.2639,-0.991,-0.99,-0.989,2.38,1.74,4.39,3.88,2.93,0.1,0.011889,19.0,2.96
12-11-02pm,49.96,241.0898,421.1048,242.6078,418.7797,241.7384,416.5825,0.069823,0.060868,0.059356,0.07040099999999999,0.061425,0.008968,0.0,-0.008997,-0.008255,-0.008612,0.046373,0.016973,0.014901999999999999,0.014499,0.04599,0.016850999999999998,0.014783,0.014353999999999999,-0.006254,-0.002169,-0.002002,-0.002081,121.2634,119.4781,119.2639,-0.991,-0.99,-0.989,2.38,1.74,4.39,3.88,2.93,0.1,0.011889,19.0,2.96
12-11-40pm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-11-46pm,49.989,241.9446,423.3323,243.0958,418.5012,241.388,416.3268,0.06998399999999999,0.060960999999999994,0.059282999999999995,0.070573,0.061517999999999996,0.008893999999999999,0.0,-0.009101,-0.008254,-0.008616,0.046488999999999996,0.017074,0.014953999999999999,0.01446,0.046103,0.01695,0.014835999999999998,0.014315999999999999,7.276941000000001e-32,-0.002201,-0.002006,-0.002079,121.7798,119.2859,118.9398,-0.991,-0.99,-0.989,2.51,1.77,4.34,4.11,2.94,0.1,0.011889,19.0,2.93
12-11-54pm,49.989,241.9446,423.3323,243.0958,418.5012,241.388,416.3268,0.06998399999999999,0.060960999999999994,0.059282999999999995,0.070573,0.061517999999999996,0.008893999999999999,0.0,-0.009101,-0.008254,-0.008616,0.046488999999999996,0.017074,0.014953999999999999,0.01446,0.046103,0.01695,0.014835999999999998,0.014315999999999999,7.276941000000001e-32,-0.002201,-0.002006,-0.002079,121.7798,119.2859,118.9398,-0.991,-0.99,-0.989,2.51,1.77,4.34,4.11,2.94,0.1,0.011889,19.0,2.93
12-12-01pm,2.92,241.6014,0.070606,424.5197,0.06146000000000001,416.3808,0.059642,-0.009041,-0.008269,-0.008570999999999999,0.008862,0.070024,0.059023,0.0,-0.991,-0.99,-0.989,118.6267,0.046324,122.3511,119.0277,-0.002054,0.045944,-0.002189,-0.002008,0.014299,-0.006252,0.017096,0.014927999999999999,49.991,0.011889,19.0,-0.99,0.016973,0.014813,4.4,2.93,0.1,0.13,0.04,1.068553e+34,2.45,1.76,4.28
12-12-53pm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-13-21pm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-13-27pm,49.965,240.7054,419.5326,241.7055,419.2437,242.8153,417.3309,0.06973599999999999,0.060707,0.059431,0.070314,0.06126,0.00901,0.0,-0.008990000000000001,-0.008213,-0.008657,0.046314,0.016923999999999998,0.014806999999999999,0.014582999999999999,0.045926999999999996,0.016802,0.014688999999999999,0.014436,-0.006251,-0.0021639999999999997,-0.001985,-0.0021019999999999997,121.0492,119.621,119.3353,-0.991,-0.99,-0.989,2.17,1.6800000000000002,4.03,3.7199999999999998,2.88,0.09,0.011889,20.0,2.7800000000000002
12-13-33pm,49.972,241.1337,421.5677,242.8773,419.6042,242.4393,417.0446,0.06986099999999999,0.060929,0.059452,0.070445,0.061485,0.008860999999999999,0.0,-0.009052,-0.008253,-0.008669,0.046485,0.016985999999999998,0.014933,0.014565999999999999,0.046096,0.016862,0.014813,0.01442,-0.0062889999999999995,-0.002182,-0.0020039999999999997,-0.002101,121.3568,119.4672,119.1815,-0.991,-0.99,-0.989,2.2800000000000002,1.78,4.23,3.96,3.01,0.1,0.011889,20.0,2.9
12-13-41pm,49.974,241.0863,421.2057,242.6322,419.633,242.8315,417.5515,0.069882,0.060917,0.059530000000000007,0.070464,0.061473,0.008848,0.0,-0.009034,-0.008251,-0.008635,0.046508999999999995,0.016988,0.014915,0.014607,0.046123,0.016864999999999998,0.014794999999999999,0.014462,-0.006277,-0.002178,-0.002002,-0.0020959999999999998,121.3074,119.4177,119.2804,-0.991,-0.99,-0.989,2.26,1.79,4.39,3.88,3.07,0.1,0.011889,20.0,2.92
12-13-48pm,49.978,241.6347,423.2394,242.9088,417.8024,241.0957,415.7403,0.06992000000000001,0.060875,0.059196,0.070496,0.061440999999999996,0.008863,0.0,-0.008986,-0.008316,-0.008581,0.046379,0.017034,0.014924,0.014421,0.045995999999999995,0.016913,0.014804,0.014277999999999999,-0.006260000000000001,-0.0021709999999999998,-0.00202,-0.002068,121.9391,119.154,118.9123,-0.991,-0.99,-0.989,2.54,1.79,4.27,4.1,2.9699999999999998,0.1,0.011889,20.0,2.93
12-13-54pm,49.986,241.5611,424.2977,243.6993,417.6407,240.3602,414.8077,0.069899,0.060995999999999995,0.059058,0.070478,0.061564,0.008768999999999999,0.0,-0.009023,-0.008339,-0.008557,0.04637,0.017024,0.015002999999999999,0.014343,0.045984,0.016901,0.014881,0.014201,-0.006268,-0.002179,-0.002032,-0.002056,122.1534,119.0552,118.797,-0.991,-0.99,-0.989,2.43,1.79,4.18,4.09,2.96,0.1,0.011889,20.0,2.92
12-14-00pm,49.987,241.5918,423.4491,243.5413,417.9682,240.9419,415.3758,0.069858,0.060961999999999995,0.059206999999999996,0.07044,0.06153000000000001,0.008735999999999999,0.0,-0.009039,-0.008343,-0.008595,0.046389,0.017003,0.014971,0.014414999999999999,0.046001,0.016880000000000003,0.014849,0.014270999999999999,-0.0062829999999999995,-0.002182,-0.00203,-0.0020700000000000002,121.9776,119.1321,118.8959,-0.991,-0.99,-0.989,2.38,1.79,4.36,4.08,2.9699999999999998,0.1,0.011889,20.0,2.92
12-14-08pm,49.984,241.0414,422.9848,243.0489,417.6465,240.5494,414.4178,0.069894,0.060953999999999994,0.059112,0.070482,0.061515,0.0089,0.0,-0.009085,-0.008289,-0.008563,0.046307,0.016989,0.014950999999999999,0.014367,0.045923,0.016863,0.014832999999999999,0.014225999999999999,-0.006264,-0.002189,-0.0020139999999999997,-0.002059,122.0105,119.2419,118.753,-0.991,-0.99,-0.989,2.37,1.79,4.2,4.22,3.05,0.09,0.011889,20.0,3.03
12-14-15pm,49.979,241.156,423.6642,243.0956,416.5027,239.4233,413.2021,0.069862,0.060861,0.058956999999999996,0.070448,0.061424,0.008924,0.0,-0.009066,-0.008301,-0.008527,0.046182,0.016989,0.014931999999999999,0.014261999999999999,0.0458,0.016864,0.014813,0.014122,-0.006246,-0.002186,-0.0020169999999999997,-0.002041,122.2742,119.1431,118.5882,-0.991,-0.99,-0.989,2.36,1.78,4.17,4.1,2.99,0.1,0.011889,20.0,2.9
12-14-29pm,49.991,241.3233,422.9174,242.7968,419.5072,241.9834,416.3842,0.069843,0.061069,0.059370000000000006,0.070425,0.061637,0.008721,0.0,-0.009035,-0.008345,-0.008659,0.046520000000000006,0.016987,0.015014,0.014518,0.046133,0.016864999999999998,0.014893,0.014372999999999999,-0.006307999999999999,-0.002179,-0.002033,-0.002095,121.6699,119.3133,119.0222,-0.991,-0.99,-0.989,2.35,1.81,4.27,4.13,3.03,0.1,0.011889,20.0,2.9
12-14-35pm,49.988,241.4012,424.3965,243.8519,417.9,240.7327,415.0748,0.069954,0.061013,0.059189,0.07053899999999999,0.061578999999999995,0.008643999999999999,0.0,-0.009068,-0.008328,-0.008584999999999999,0.046440999999999996,0.017027999999999998,0.015016,0.014398,0.046053,0.016902999999999998,0.014894,0.014254999999999999,-0.006286,-0.002189,-0.00203,-0.0020659999999999997,122.2028,118.9618,118.8409,-0.991,-0.99,-0.989,2.36,1.78,4.2,3.88,3.04,0.09,0.011889,20.0,2.83
12-14-42pm,49.991,241.7038,424.1526,243.8949,418.8326,241.2801,415.9496,0.069936,0.061073999999999996,0.059280000000000006,0.07052599999999999,0.061631,0.008655,0.0,-0.009105,-0.008270000000000001,-0.008636,0.046530999999999996,0.017046,0.015031,0.014454,0.046142999999999997,0.016921,0.014912,0.014308999999999999,-0.006300999999999999,-0.0022,-0.0020169999999999997,-0.0020829999999999998,121.9391,119.1595,118.9068,-0.991,-0.99,-0.989,2.35,1.8,4.29,4.07,2.95,0.1,0.011889,20.0,2.95
